BusNum,BusNum:1,LineCircuit,LineXFType,XFAuto,XFRegMin,XFRegMax,XFRegTargetType,XFTapMin,XFTapMax,XFStep,XFTableNum,XFRegBus,OPFAreaXFPS,LineXfmr,TimeDomainSelectedXF,XFOPFRegEnforceLimits,XFConfiguration,XFFixedTap,XFFixedTap:1,XFNominalKV,XFNominalKV:1,LineTap,XFMVABase,FileType,FileType:1,FileType:2,UseDelay,UseSecRegRange,MoveDelay,MoveDelay:1,MoveDelay:2,MoveDelay:3,MoveDelay:4,MoveDelay:5,MoveDelay:6,MoveDelay:7,StepsToMove,StepsToMove:1,XFRegMin:1,XFRegMax:1,CustomFloat
110569,110568,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110568,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-35.478302
110576,110575,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110575,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,9.424907
110580,110579,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110579,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-14.372198
110582,110581,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110581,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-10.43122
110586,110585,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110585,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,13.604113
110586,110585,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110585,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,13.604113
110587,110586,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110586,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,10.474376
110589,110588,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110588,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-9.521523
110592,110591,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110591,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-53.228233
110598,110597,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110597,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-1.945262
110607,110606,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110606,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-24.104797
110636,110635,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110635,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-33.515621
110656,110655,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110655,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,17.391047
110696,110695,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110695,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,13.590576
110697,110700,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110700,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,10.481185
110698,110700,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110700,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-12.296478
110699,110700,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110700,NO ,YES,NO ,NO ,Delta - Gwye,1,1,24,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110702,110701,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110701,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,3.193474
110704,110703,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110703,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,29.330429
110711,110710,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110710,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,15.206834
110713,110712,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110712,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-27.677681
110720,110719,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110719,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-33.797375
110725,110728,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110728,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,24.267645
110726,110728,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110728,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-7.557912
110727,110728,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110728,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.2,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110730,110729,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110729,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,2.700817
110736,110735,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110735,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.918615
110738,110737,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110737,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-1.646831
110743,110742,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110742,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-2.293963
110743,110742,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110742,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-2.293963
110744,110743,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110743,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,2.833786
110745,110748,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110748,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,11.199897
110746,110748,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110748,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-4.404791
110747,110748,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110748,NO ,YES,NO ,NO ,Delta - Gwye,1,1,24,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110751,110750,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110750,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,12.759177
110754,110753,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110753,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-6.521975
110758,110757,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110757,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-11.481786
110763,110762,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110762,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,7.480682
110768,110767,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110767,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-17.491076
110772,110775,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110775,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.444616
110773,110775,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110775,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,2.6997
110774,110775,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110775,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110782,110781,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110781,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,36.172325
110789,110788,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110788,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-6.628008
110791,110790,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110790,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-17.197689
110794,110793,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110793,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,9.85477
110797,110796,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110796,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,34.049088
110800,110799,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110799,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,21.685627
110802,110801,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110801,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,5.488567
110804,110803,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110803,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-32.781147
110808,110807,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110807,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-21.396862
110819,110818,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110818,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-11.571105
110824,110827,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110827,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,3.216307
110825,110827,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110827,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-7.351126
110826,110827,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110827,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110829,110828,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110828,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,16.748323
110831,110830,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110830,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,3.768401
110841,110840,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110840,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.30468
110853,110852,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110852,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.523321
110855,110854,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110854,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,9.074047
110857,110856,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110856,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-7.78281
110859,110858,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110858,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-28.31356
110861,110860,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110860,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-32.458652
110867,110866,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110866,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,5.536777
110869,110868,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110868,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,8.470097
110874,110873,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110873,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,15.623283
110878,110877,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110877,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-13.501581
110880,110879,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110879,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,19.038656
110882,110881,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110881,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,11.22271
110884,110883,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110883,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-12.04571
110884,110883,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110883,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-12.04571
110885,110884,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110884,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-8.785975
110888,110887,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110887,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-10.119085
110889,110892,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110892,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,7.450175
110890,110892,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110892,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-2.659675
110891,110892,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110892,NO ,YES,NO ,NO ,Delta - Gwye,1,1,18,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
110898,110897,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,110897,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-39.478752
