BusNum,BusName,BusNomVolt,BusPUVolt,BusAngle,BusG:1,BusB:1,AreaNum,ZoneNum,BANumber,SubNum,BusSlack,BusStatus,BusLongName,BusKVVolt,BusRad,BusE,BusF,BusMCMW,BusMWMCEnergy,BusMWMCCongestion,BusMWMCLosses,BusMCMVAR,BusMvarMCCongestion,BusMvarMCLosses,BusMCVolt,OwnerNum,BusEquiv,BusScale,TimeDomainSelected,LSName,BusMonEle,BusVoltLim,BusVoltLimLow,BusVoltLimHigh,LPOPFConstraint,BusLossSensMW,BusLossSensMVR,DCLossMultiplier,PVmonBusVoltage,PVMonBusVoltageKV,PVmonBusAngle,pvMonVQSense,PVmonBusPLoad,PVmonBusQLoad,PVMonBusShunt,qvBusMinVolt,qvBusMaxVolt,qvBusStepSize,CustomString,CustomString:1,CustomString:2,,,,,,,,,,
120513,LACKLAND A F B 22 1,69,1.018016,9.057541,0,0,6,1,2,1270,NO ,Connected,,,newbus 138,70.2431,0.158084,1.0053,0.1603,54.3348,57.4583,-3.1235,0,-0.0041,-0.0041,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0944,-0.0035,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120514,LACKLAND A F B 22 2,13.8,1.018016,9.057541,0,0,6,1,2,1270,NO ,Connected,,,newbus 138,14.0486,0.158084,1.0053,0.1603,54.3348,57.4583,-3.1235,0,-0.0041,-0.0041,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0944,-0.0035,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120515,LACKLAND A F B 22 3,22,1.018016,9.057541,0,0,6,1,2,1270,NO ,Connected,,,newbus 138,22.3964,0.158084,1.0053,0.1603,54.3348,57.4583,-3.1235,0,-0.0041,-0.0041,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0944,-0.0035,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120516,LACKLAND A F B 22 4,18,1.018016,9.057541,0,0,6,1,2,1270,NO ,Connected,,,newbus 138,18.3243,0.158084,1.0053,0.1603,54.3348,57.4583,-3.1235,0,-0.0041,-0.0041,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0944,-0.0035,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120517,ADKINS 9 1,138,1.026138,12.542079,0,0,6,1,2,1271,NO ,Connected,,,newbus 138,141.607,0.218901,1.0017,0.2228,54.5699,57.4583,-2.8884,0,-0.0024,-0.0024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.1031,-0.0028,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Adkins,Bexar County,Texas
120518,ADKINS 9 2,13.8,1.026138,12.542079,0,0,6,1,2,1271,NO ,Connected,,,newbus 138,14.1607,0.218901,1.0017,0.2228,54.5699,57.4583,-2.8884,0,-0.0024,-0.0024,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.1031,-0.0028,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Adkins,Bexar County,Texas
120519,RIO FRIO 1 1,138,1.041361,17.858751,0,0,3,1,2,1272,NO ,Connected,,,newbus 138,143.7078,0.311694,0.9912,0.3194,53.9214,57.4583,-3.5369,0,0.0939,0.0939,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.1241,-0.0027,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Leakey,Real County,Texas
120520,RIO FRIO 1 2,13.8,1.041361,17.858751,0,0,3,1,2,1272,NO ,Connected,,,newbus 138,14.3708,0.311694,0.9912,0.3194,53.9214,57.4583,-3.5369,0,0.0939,0.0939,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.1241,-0.0027,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Leakey,Real County,Texas
120521,CONVERSE 12 1,138,1.021019,9.96403,0,0,6,1,2,1273,NO ,Connected,,,newbus 138,140.9007,0.173905,1.0056,0.1767,54.4579,57.4583,-3.0004,0,-0.0097,-0.0097,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.089,-0.0007,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Schertz,Bexar County,Texas
120522,CONVERSE 12 2,13.2,1.021019,9.96403,0,0,6,1,2,1273,NO ,Connected,,,newbus 138,13.4775,0.173905,1.0056,0.1767,54.4579,57.4583,-3.0004,0,-0.0097,-0.0097,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.089,-0.0007,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Schertz,Bexar County,Texas
120523,LACKLAND A F B 23 1,69,1.009076,8.928762,0,0,6,1,2,1274,NO ,Connected,,,newbus 138,69.6262,0.155836,0.9968,0.1566,54.3206,57.4583,-3.1377,0,-0.0153,-0.0153,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0925,-0.0081,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120524,LACKLAND A F B 23 2,18,1.010619,8.960671,0,0,6,1,2,1274,NO ,Connected,,,newbus 138,18.1911,0.156393,0.9983,0.1574,54.3208,57.4583,-3.1375,0,-0.0149,-0.0149,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0925,-0.008,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120525,LACKLAND A F B 24 1,69,1.008849,8.94708,0,0,6,1,2,1275,NO ,Connected,,,newbus 138,69.6106,0.156156,0.9966,0.1569,54.3205,57.4583,-3.1378,0,-0.0159,-0.0159,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0924,-0.0082,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
120526,LACKLAND A F B 24 2,13.8,1.008849,8.94708,0,0,6,1,2,1275,NO ,Connected,,,newbus 138,13.9221,0.156156,0.9966,0.1569,54.3205,57.4583,-3.1378,0,-0.0159,-0.0159,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0924,-0.0082,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,San Antonio,Bexar County,Texas
130001,MABANK 1 1,138,1.029779,-21.118774,0,0,5,1,3,1276,NO ,Connected,,,newbus 138,142.1095,-0.368592,0.9606,-0.371,50.3562,57.4583,-7.1021,0,0.0063,0.0063,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0028,-0.0036,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Mabank,Kaufman County,Texas
130002,KAUFMAN 1 1,138,1.026622,-21.785379,0,0,5,1,3,1277,NO ,Connected,,,newbus 138,141.6738,-0.380227,0.9533,-0.381,50.3677,57.4583,-7.0906,0,-0.0047,-0.0047,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.001,-0.0041,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Kaufman,Kaufman County,Texas
130003,KAUFMAN 2 1,138,1.026983,-22.329423,0,0,5,1,3,1278,NO ,Connected,,,newbus 138,141.7236,-0.389722,0.95,-0.3902,50.3532,57.4583,-7.1051,0,-0.0108,-0.0108,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0014,-0.0047,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Kaufman,Kaufman County,Texas
130004,POWELL 1 1,138,1.02348,-9.407733,0,0,5,1,3,1279,NO ,Connected,,,newbus 138,141.2402,-0.164196,1.0097,-0.1673,50.4094,57.4583,-7.049,0,0.1,0.1,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0577,-0.0077,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Corsicana,Navarro County,Texas
130005,WAXAHACHIE 1 1,138,0.995592,-7.29147,0,0,5,1,3,1280,NO ,Connected,,,newbus 138,137.3917,-0.12726,0.9875,-0.1264,50.7047,57.4583,-6.7536,0,-0.0066,-0.0066,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0612,-0.0179,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ennis,Ellis County,Texas
130006,CORSICANA 1 1,138,1.032607,-16.620178,0,0,5,1,3,1281,NO ,Connected,,,newbus 138,142.4997,-0.290077,0.9895,-0.2954,50.4276,57.4583,-7.0307,0,0.048,0.048,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0258,-0.0037,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Corsicana,Navarro County,Texas
130007,PALMER 1 1,138,1.026384,-19.280636,0,0,5,1,3,1282,NO ,Connected,,,newbus 138,141.641,-0.336511,0.9688,-0.3389,50.4923,57.4583,-6.966,0,-0.0254,-0.0254,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0186,-0.0075,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ennis,Ellis County,Texas
130008,BARRY 1 1,138,1.030852,-14.831133,0,0,5,1,3,1283,NO ,Connected,,,newbus 138,142.2576,-0.258852,0.9965,-0.2639,50.4737,57.4583,-6.9846,0,0.0494,0.0494,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0372,-0.006,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Purdon,Navarro County,Texas
130009,DAWSON 1 1,138,1.01982,3.479425,0,0,5,1,3,1284,NO ,Connected,,,newbus 138,140.7352,0.060727,1.0179,0.0619,50.601,57.4583,-6.8573,0,0.1529,0.1529,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0952,-0.0083,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dawson,Navarro County,Texas
130010,BARRY 2 1,138,1.032316,-16.384787,0,0,5,1,3,1285,NO ,Connected,,,newbus 138,142.4596,-0.285968,0.9904,-0.2912,50.4693,57.4583,-6.989,0,0.0343,0.0343,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0287,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Corsicana,Navarro County,Texas
130011,RICHLAND 1 1,138,1.034908,-16.646621,0,0,8,1,3,1286,NO ,Connected,,,newbus 138,142.8174,-0.290538,0.9915,-0.2965,50.417,57.4583,-7.0413,0,0.0532,0.0532,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0251,-0.0026,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Angus,Navarro County,Texas
130012,SCURRY 1 1,138,1.023276,-23.209861,0,0,5,1,3,1287,NO ,Connected,,,newbus 138,141.212,-0.405088,0.9405,-0.4033,50.3407,57.4583,-7.1176,0,-0.0211,-0.0211,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0051,-0.0057,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Scurry,Kaufman County,Texas
130013,KAUFMAN 3 1,138,1.025366,-21.560302,0,0,5,1,3,1288,NO ,Connected,,,newbus 138,141.5005,-0.376298,0.9536,-0.3768,50.3635,57.4583,-7.0948,0,-0.0025,-0.0025,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0015,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Jiba,Kaufman County,Texas
130014,WILMER 1 1,138,1.036154,-12.747818,0,0,5,1,3,1289,NO ,Connected,,,newbus 138,142.9892,-0.222491,1.0106,-0.2286,50.6768,57.4583,-6.7815,0,-0.0157,-0.0157,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0376,-0.0028,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ferris,Ellis County,Texas
130015,BARDWELL 1 1,138,0.999919,-3.385599,0,0,5,1,3,1290,NO ,Connected,,,newbus 138,137.9889,-0.05909,0.9982,-0.0591,50.5964,57.4583,-6.8619,0,0.0804,0.0804,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0753,-0.0166,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Rankin,Ellis County,Texas
130016,ENNIS 1 1,138,1.033435,-18.753506,0,0,5,1,3,1291,NO ,Connected,,,newbus 138,142.6141,-0.32731,0.9786,-0.3322,50.4845,57.4583,-6.9738,0,0.003,0.003,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0198,-0.0047,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Alma,Ellis County,Texas
130017,SCURRY 2 1,138,1.025497,-21.16279,0,0,5,1,3,1292,NO ,Connected,,,newbus 138,141.5186,-0.36936,0.9563,-0.3702,50.3599,57.4583,-7.0984,0,0.0023,0.0023,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0027,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ennis,Ellis County,Texas
130018,ENNIS 2 1,138,1.034384,-17.432346,0,0,5,1,3,1293,NO ,Connected,,,newbus 138,142.745,-0.304252,0.9869,-0.3099,50.4973,57.4583,-6.961,0,0.0182,0.0182,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.026,-0.0041,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ennis,Ellis County,Texas
130019,KEMP 1 1,138,1.025181,-20.61988,0,0,5,1,3,1294,NO ,Connected,,,newbus 138,141.475,-0.359885,0.9595,-0.361,50.3543,57.4583,-7.104,0,0.0076,0.0076,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0043,-0.0046,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Seven Points,Henderson County,Texas
130020,BLOOMING GROVE 1 1,138,1.003676,-1.453856,0,0,5,1,3,1295,NO ,Connected,,,newbus 138,138.5072,-0.025375,1.0034,-0.0255,50.5598,57.4583,-6.8985,0,0.1092,0.1092,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0817,-0.0151,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Frost,Navarro County,Texas
130021,ITALY 1 1,138,1.007283,-2.856581,0,0,5,1,3,1296,NO ,Connected,,,newbus 138,139.005,-0.049857,1.006,-0.0502,50.8842,57.4583,-6.5741,0,-0.011,-0.011,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0748,-0.0128,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Avalon,Ellis County,Texas
130022,BLOOMING GROVE 2 1,138,1.012484,0.291248,0,0,5,1,3,1297,NO ,Connected,,,newbus 138,139.7228,0.005083,1.0125,0.0051,50.7015,57.4583,-6.7568,0,0.0957,0.0957,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0881,-0.0117,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Blooming Grove,Navarro County,Texas
130023,RICE 1 1,138,1.032058,-10.350164,0,0,5,1,3,1298,NO ,Connected,,,newbus 138,142.4239,-0.180644,1.0153,-0.1854,50.4219,57.4583,-7.0364,0,0.1178,0.1178,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0536,-0.0038,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Rice,Navarro County,Texas
130024,PURDON 1 1,138,1.022931,-11.991423,0,0,5,1,3,1299,NO ,Connected,,,newbus 138,141.1645,-0.20929,1.0006,-0.2125,50.4379,57.4583,-7.0205,0,0.0715,0.0715,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0469,-0.0078,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Purdon,Navarro County,Texas
130025,POWELL 2 1,138,1.029964,-18.457005,0,0,5,1,3,1300,NO ,Connected,,,newbus 138,142.135,-0.322136,0.977,-0.3261,50.4063,57.4583,-7.052,0,0.0297,0.0297,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0177,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Powell,Navarro County,Texas
130026,PURDON 2 1,138,1.032303,-16.485011,0,0,5,1,3,1301,NO ,Connected,,,newbus 138,142.4578,-0.287718,0.9899,-0.2929,50.4556,57.4583,-7.0027,0,0.0385,0.0385,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0276,-0.0042,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Corsicana,Navarro County,Texas
130027,RICE 2 1,138,1.032374,-12.22284,0,0,5,1,3,1302,NO ,Connected,,,newbus 138,142.4676,-0.213329,1.009,-0.2186,50.4382,57.4583,-7.0201,0,0.0989,0.0989,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0471,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Rice,Navarro County,Texas
130028,FERRIS 1 1,138,1.024624,-20.893803,0,0,5,1,3,1303,NO ,Connected,,,newbus 138,141.3982,-0.364666,0.9572,-0.3654,50.4463,57.4583,-7.012,0,-0.0286,-0.0286,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0098,-0.0073,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Ferris,Ellis County,Texas
130029,TEHUACANA 1 1,138,1.021161,6.468589,0,0,8,1,3,1304,NO ,Connected,,,newbus 138,140.9202,0.112898,1.0147,0.115,50.0576,57.4583,-7.4007,0,0.2372,0.2372,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.11,-0.0091,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Wortham,Freestone County,Texas
130030,BARRY 3 1,138,1.031196,-15.794299,0,0,5,1,3,1305,NO ,Connected,,,newbus 138,142.3051,-0.275663,0.9923,-0.2807,50.4641,57.4583,-6.9943,0,0.0408,0.0408,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0311,-0.0049,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Barry,Navarro County,Texas
130031,CORSICANA 2 1,138,1.025619,-8.516619,0,0,5,1,3,1306,NO ,Connected,,,newbus 138,141.5355,-0.148643,1.0143,-0.1519,50.4496,57.4583,-7.0087,0,0.0999,0.0999,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0643,-0.0077,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Corsicana,Navarro County,Texas
130032,COOLIDGE 1 1,138,1.028319,7.553955,0,0,5,1,3,1307,NO ,Connected,,,newbus 138,141.908,0.131841,1.0194,0.1352,50.2072,57.4583,-7.2511,0,0.2092,0.2092,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.1131,-0.0063,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Coolidge,Limestone County,Texas
130033,TEHUACANA 2 1,138,1.025951,7.790534,0,0,5,1,3,1308,NO ,Connected,,,newbus 138,141.5812,0.13597,1.0165,0.1391,49.9683,57.4583,-7.49,0,0.2476,0.2476,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.116,-0.0076,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Tehuacana,Limestone County,Texas
130034,WORTHAM 1 1,138,1.039086,-16.526777,0,0,8,1,3,1309,NO ,Connected,,,newbus 138,143.3938,-0.288447,0.9962,-0.2956,50.4065,57.4583,-7.0518,0,0.0599,0.0599,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,0.0249,-0.001,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Wortham,Freestone County,Texas
130035,BALCH SPRINGS 1 1,138,1.021398,-22.714591,0,0,5,1,3,1310,NO ,Connected,,,newbus 138,140.9529,-0.396444,0.9422,-0.3944,50.377,57.4583,-7.0813,0,-0.0303,-0.0303,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0013,-0.0071,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130036,BALCH SPRINGS 1 2,69,1.026231,-25.955838,0,0,5,1,3,1310,NO ,Connected,,,newbus 138,70.8099,-0.453015,0.9227,-0.4492,50.37,57.4583,-7.0883,0,-0.0326,-0.0326,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0044,-0.0074,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130037,BALCH SPRINGS 2 1,138,1.023517,-24.107457,0,0,5,1,3,1311,NO ,Connected,,,newbus 138,141.2453,-0.420755,0.9342,-0.4181,50.3402,57.4583,-7.1181,0,-0.0185,-0.0185,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0079,-0.0044,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130038,BALCH SPRINGS 2 2,69,1.026704,-26.246425,0,0,5,1,3,1311,NO ,Connected,,,newbus 138,70.8426,-0.458087,0.9209,-0.454,50.3396,57.4583,-7.1187,0,-0.0239,-0.0239,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0086,-0.0053,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130039,WILMER 2 1,138,1.020662,-22.576734,0,0,5,1,3,1312,NO ,Connected,,,newbus 138,140.8514,-0.394038,0.9424,-0.3919,50.3837,57.4583,-7.0746,0,-0.0349,-0.0349,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0008,-0.0078,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Wilmer,Dallas County,Texas
130040,WILMER 2 2,69,1.015492,-25.315083,0,0,5,1,3,1312,NO ,Connected,,,newbus 138,70.069,-0.441832,0.918,-0.4342,50.3647,57.4583,-7.0937,0,-0.0572,-0.0572,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0057,-0.0109,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Wilmer,Dallas County,Texas
130041,SEAGOVILLE 1 1,138,1.020574,-24.113867,0,0,5,1,3,1313,NO ,Connected,,,newbus 138,140.8392,-0.420866,0.9315,-0.417,50.3124,57.4583,-7.1459,0,-0.0275,-0.0275,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0098,-0.0066,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Seagoville,Dallas County,Texas
130042,SEAGOVILLE 1 2,69,1.019226,-25.835016,0,0,5,1,3,1313,NO ,Connected,,,newbus 138,70.3266,-0.450906,0.9174,-0.4442,50.3197,57.4583,-7.1386,0,-0.037,-0.037,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0098,-0.0082,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Seagoville,Dallas County,Texas
130043,WILMER 3 1,69,1.015453,-26.14528,0,0,5,1,3,1314,NO ,Connected,,,newbus 138,70.0663,-0.456321,0.9116,-0.4475,50.2865,57.4583,-7.1718,0,-0.0468,-0.0468,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0158,-0.0094,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Sand Branch,Dallas County,Texas
130044,SEAGOVILLE 2 1,69,1.019319,-26.285492,0,0,5,1,3,1315,NO ,Connected,,,newbus 138,70.333,-0.458768,0.9139,-0.4514,50.296,57.4583,-7.1623,0,-0.033,-0.033,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0136,-0.0074,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Seagoville,Dallas County,Texas
130045,BALCH SPRINGS 3 1,69,1.022202,-26.942331,0,0,5,1,3,1316,NO ,Connected,,,newbus 138,70.532,-0.470232,0.9113,-0.4632,50.2903,57.4583,-7.168,0,-0.0279,-0.0279,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.016,-0.0065,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130046,DALLAS 1 1,69,1.008388,-29.083876,0,0,5,1,3,1317,NO ,Connected,,,newbus 138,69.5788,-0.507609,0.8812,-0.4902,50.0918,57.4583,-7.3665,0,-0.0141,-0.0141,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0468,-0.0033,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
130047,DUNCANVILLE 1 1,69,1.010525,-27.480548,0,0,5,1,3,1318,NO ,Connected,,,newbus 138,69.7263,-0.479626,0.8965,-0.4663,50.2242,57.4583,-7.2341,0,-0.05,-0.05,0,0,,1,Study,NO ,NO ,Default,YES,NO ,0.9,1.1,   ,No,-0.0287,-0.0083,1,,,,,,NO ,NO ,NO ,NO ,NO ,NO ,NO ,0.8,1.1,0.01,,Dallas,Dallas County,Texas
