SubNum,SubName,SubID,Latitude,Longitude,LatitudeString,LongitudeString
1116,LACKLAND A F B 3,1116,29.4326,-98.6943, 29:25:57.360 N, 98:41:39.480 W
1117,LACKLAND A F B 4,1117,29.4007,-98.7038, 29:24:02.520 N, 98:42:13.680 W
1118,LACKLAND A F B 5,1118,29.3727,-98.6326, 29:22:21.720 N, 98:37:57.360 W
1119,ATASCOSA 3,1119,29.2846,-98.6936, 29:17:04.560 N, 98:41:36.960 W
1120,SOMERSET 2,1120,29.2436,-98.6886, 29:14:36.960 N, 98:41:18.960 W
1121,ATASCOSA 4,1121,29.4019,-98.7516, 29:24:06.840 N, 98:45:05.760 W
1122,LACKLAND A F B 6,1122,29.4112,-98.6394, 29:24:40.320 N, 98:38:21.840 W
1123,LACKLAND A F B 7,1123,29.3715,-98.6345, 29:22:17.400 N, 98:38:04.200 W
1124,SAN ANTONIO 7,1124,29.4736,-98.5375, 29:28:24.960 N, 98:32:15.000 W
1125,SAN ANTONIO 8,1125,29.4354,-98.4991, 29:26:07.440 N, 98:29:56.760 W
1126,SAN ANTONIO 9,1126,29.4248,-98.5138, 29:25:29.280 N, 98:30:49.680 W
1127,SAN ANTONIO 10,1127,29.4363,-98.5638, 29:26:10.680 N, 98:33:49.680 W
1128,SAN ANTONIO 11,1128,29.4797,-98.5202, 29:28:46.920 N, 98:31:12.720 W
1129,SAN ANTONIO 12,1129,29.4514,-98.4955, 29:27:05.040 N, 98:29:43.800 W
1130,SAN ANTONIO 13,1130,29.4329,-98.5287, 29:25:58.440 N, 98:31:43.320 W
1131,SAN ANTONIO 14,1131,29.4576,-98.4638, 29:27:27.360 N, 98:27:49.680 W
1132,SAN ANTONIO 15,1132,29.4975,-98.572, 29:29:51.000 N, 98:34:19.200 W
1133,SAN ANTONIO 16,1133,29.4764,-98.5828, 29:28:35.040 N, 98:34:58.080 W
1134,LACKLAND A F B 8,1134,29.4276,-98.5813, 29:25:39.360 N, 98:34:52.680 W
1135,SAN ANTONIO 17,1135,29.4572,-98.5314, 29:27:25.920 N, 98:31:53.040 W
1136,SAN ANTONIO 18,1136,29.4695,-98.4974, 29:28:10.200 N, 98:29:50.640 W
1137,SAN ANTONIO 19,1137,29.4978,-98.535, 29:29:52.080 N, 98:32:06.000 W
1138,LACKLAND A F B 9,1138,29.4563,-98.5971, 29:27:22.680 N, 98:35:49.560 W
1139,SAN ANTONIO 20,1139,29.4641,-98.5639, 29:27:50.760 N, 98:33:50.040 W
1140,SAN ANTONIO 21,1140,29.5052,-98.4889, 29:30:18.720 N, 98:29:20.040 W
1141,SAN ANTONIO 22,1141,29.485,-98.4614, 29:29:06.000 N, 98:27:41.040 W
1142,SAN ANTONIO 23,1142,29.445,-98.5472, 29:26:42.000 N, 98:32:49.920 W
1143,SAN ANTONIO 24,1143,29.4991,-98.511, 29:29:56.760 N, 98:30:39.600 W
1144,SAN ANTONIO 25,1144,29.4198,-98.5395, 29:25:11.280 N, 98:32:22.200 W
1145,SAN ANTONIO 26,1145,29.4293,-98.4832, 29:25:45.480 N, 98:28:59.520 W
1146,BULVERDE 1,1146,29.8031,-98.415, 29:48:11.160 N, 98:24:54.000 W
1147,SPRING BRANCH 1,1147,29.8156,-98.3548, 29:48:56.160 N, 98:21:17.280 W
1148,SPRING BRANCH 2,1148,29.8967,-98.4206, 29:53:48.120 N, 98:25:14.160 W
1149,SPRING BRANCH 3,1149,29.8455,-98.4234, 29:50:43.800 N, 98:25:24.240 W
1150,BULVERDE 2,1150,29.7522,-98.3804, 29:45:07.920 N, 98:22:49.440 W
1151,BULVERDE 3,1151,29.747,-98.3065, 29:44:49.200 N, 98:18:23.400 W
1152,BULVERDE 4,1152,29.7819,-98.516, 29:46:54.840 N, 98:30:57.600 W
1153,BULVERDE 5,1153,29.7722,-98.4587, 29:46:19.920 N, 98:27:31.320 W
1154,SPRING BRANCH 4,1154,29.8928,-98.4586, 29:53:34.080 N, 98:27:30.960 W
1155,HELOTES 8,1155,29.5741,-98.6912, 29:34:26.760 N, 98:41:28.320 W
1156,HELOTES 9,1156,29.4894,-98.7156, 29:29:21.840 N, 98:42:56.160 W
1157,RIO MEDINA 4,1157,29.5047,-98.7561, 29:30:16.920 N, 98:45:21.960 W
1158,HELOTES 10,1158,29.5549,-98.6348, 29:33:17.640 N, 98:38:05.280 W
1159,SAN ANTONIO 27,1159,29.5162,-98.602, 29:30:58.320 N, 98:36:07.200 W
1160,LACKLAND A F B 10,1160,29.4946,-98.6436, 29:29:40.560 N, 98:38:36.960 W
1161,LACKLAND A F B 11,1161,29.464,-98.6526, 29:27:50.400 N, 98:39:09.360 W
1162,HELOTES 11,1162,29.5518,-98.779, 29:33:06.480 N, 98:46:44.400 W
1163,LACKLAND A F B 12,1163,29.4871,-98.6709, 29:29:13.560 N, 98:40:15.240 W
1164,SAN ANTONIO 28,1164,29.5098,-98.6151, 29:30:35.280 N, 98:36:54.360 W
1165,HELOTES 12,1165,29.5336,-98.695, 29:32:00.960 N, 98:41:42.000 W
1166,HELOTES 13,1166,29.5631,-98.6502, 29:33:47.160 N, 98:39:00.720 W
1167,HELOTES 14,1167,29.5257,-98.6532, 29:31:32.520 N, 98:39:11.520 W
1168,HELOTES 15,1168,29.5049,-98.6863, 29:30:17.640 N, 98:41:10.680 W
1169,LACKLAND A F B 13,1169,29.475,-98.6179, 29:28:30.000 N, 98:37:04.440 W
1170,SAN ANTONIO 29,1170,29.4097,-98.4654, 29:24:34.920 N, 98:27:55.440 W
1171,SAN ANTONIO 30,1171,29.4349,-98.4582, 29:26:05.640 N, 98:27:29.520 W
1172,SAN ANTONIO 31,1172,29.3712,-98.4601, 29:22:16.320 N, 98:27:36.360 W
1173,SAN ANTONIO 32,1173,29.4018,-98.405, 29:24:06.480 N, 98:24:18.000 W
1174,ELMENDORF 8,1174,29.3209,-98.4176, 29:19:15.240 N, 98:25:03.360 W
1175,CONVERSE 1,1175,29.3843,-98.3608, 29:23:03.480 N, 98:21:38.880 W
1176,SAN ANTONIO 33,1176,29.3925,-98.4498, 29:23:33.000 N, 98:26:59.280 W
1177,SAN ANTONIO 34,1177,29.3777,-98.4554, 29:22:39.720 N, 98:27:19.440 W
1178,ELMENDORF 9,1178,29.2959,-98.357, 29:17:45.240 N, 98:21:25.200 W
1179,SAN ANTONIO 35,1179,29.3631,-98.4249, 29:21:47.160 N, 98:25:29.640 W
1180,CONVERSE 2,1180,29.4341,-98.4027, 29:26:02.760 N, 98:24:09.720 W
1181,SAN ANTONIO 36,1181,29.4308,-98.4535, 29:25:50.880 N, 98:27:12.600 W
1182,SAN ANTONIO 37,1182,29.4182,-98.4888, 29:25:05.520 N, 98:29:19.680 W
1183,ADKINS 3,1183,29.3769,-98.2836, 29:22:36.840 N, 98:17:00.960 W
1184,SAINT HEDWIG 2,1184,29.4745,-98.1998, 29:28:28.200 N, 98:11:59.280 W
1185,ADKINS 4,1185,29.3837,-98.2494, 29:23:01.320 N, 98:14:57.840 W
1186,LA VERNIA 2,1186,29.435,-98.0944, 29:26:06.000 N, 98:05:39.840 W
1187,SAINT HEDWIG 3,1187,29.4073,-98.195, 29:24:26.280 N, 98:11:42.000 W
1188,ADKINS 5,1188,29.3129,-98.2904, 29:18:46.440 N, 98:17:25.440 W
1189,SAINT HEDWIG 4,1189,29.4639,-98.2413, 29:27:50.040 N, 98:14:28.680 W
1190,SUTHERLAND SPRINGS 2,1190,29.3798,-98.006, 29:22:47.280 N, 98:00:21.600 W
1191,BULVERDE 6,1191,29.6957,-98.4908, 29:41:44.520 N, 98:29:26.880 W
1192,BULVERDE 7,1192,29.6515,-98.4364, 29:39:05.400 N, 98:26:11.040 W
1193,BULVERDE 8,1193,29.6363,-98.4356, 29:38:10.680 N, 98:26:08.160 W
1194,BULVERDE 9,1194,29.6723,-98.4939, 29:40:20.280 N, 98:29:38.040 W
1195,BULVERDE 10,1195,29.6527,-98.4921, 29:39:09.720 N, 98:29:31.560 W
1196,SAN ANTONIO 38,1196,29.6114,-98.4868, 29:36:41.040 N, 98:29:12.480 W
1197,BULVERDE 11,1197,29.69,-98.4443, 29:41:24.000 N, 98:26:39.480 W
1198,BULVERDE 12,1198,29.6298,-98.4976, 29:37:47.280 N, 98:29:51.360 W
1199,BULVERDE 13,1199,29.6585,-98.4543, 29:39:30.600 N, 98:27:15.480 W
1200,SAN ANTONIO 39,1200,29.5274,-98.4995, 29:31:38.640 N, 98:29:58.200 W
1201,SAN ANTONIO 40,1201,29.5444,-98.5058, 29:32:39.840 N, 98:30:20.880 W
1202,SAN ANTONIO 41,1202,29.5211,-98.5767, 29:31:15.960 N, 98:34:36.120 W
1203,SAN ANTONIO 42,1203,29.5416,-98.5899, 29:32:29.760 N, 98:35:23.640 W
1204,SAN ANTONIO 43,1204,29.5608,-98.598, 29:33:38.880 N, 98:35:52.800 W
1205,SAN ANTONIO 44,1205,29.5821,-98.5639, 29:34:55.560 N, 98:33:50.040 W
1206,HELOTES 16,1206,29.5889,-98.6121, 29:35:20.040 N, 98:36:43.560 W
1207,SAN ANTONIO 45,1207,29.6079,-98.5336, 29:36:28.440 N, 98:32:00.960 W
1208,SAN ANTONIO 46,1208,29.5898,-98.5212, 29:35:23.280 N, 98:31:16.320 W
1209,SAN ANTONIO 47,1209,29.5758,-98.5246, 29:34:32.880 N, 98:31:28.560 W
1210,SAN ANTONIO 48,1210,29.5623,-98.5472, 29:33:44.280 N, 98:32:49.920 W
1211,SAN ANTONIO 49,1211,29.545,-98.564, 29:32:42.000 N, 98:33:50.400 W
1212,SAN ANTONIO 50,1212,29.5446,-98.5275, 29:32:40.560 N, 98:31:39.000 W
1213,SAN ANTONIO 51,1213,29.5816,-98.4988, 29:34:53.760 N, 98:29:55.680 W
1214,SAN ANTONIO 52,1214,29.5226,-98.5412, 29:31:21.360 N, 98:32:28.320 W
1215,CONVERSE 3,1215,29.5091,-98.3768, 29:30:32.760 N, 98:22:36.480 W
1216,CONVERSE 4,1216,29.4685,-98.3691, 29:28:06.600 N, 98:22:08.760 W
1217,CONVERSE 5,1217,29.488,-98.3202, 29:29:16.800 N, 98:19:12.720 W
1218,UNIVERSAL CITY 10,1218,29.5198,-98.3081, 29:31:11.280 N, 98:18:29.160 W
1219,CONVERSE 6,1219,29.4696,-98.3477, 29:28:10.560 N, 98:20:51.720 W
1220,SAN ANTONIO 53,1220,29.4922,-98.4171, 29:29:31.920 N, 98:25:01.560 W
1221,UNIVERSAL CITY 11,1221,29.5262,-98.3467, 29:31:34.320 N, 98:20:48.120 W
1222,CONVERSE 7,1222,29.4756,-98.2992, 29:28:32.160 N, 98:17:57.120 W
1223,CONVERSE 8,1223,29.4828,-98.3903, 29:28:58.080 N, 98:23:25.080 W
1224,UNIVERSAL CITY 12,1224,29.5414,-98.3537, 29:32:29.040 N, 98:21:13.320 W
1225,LACKLAND A F B 14,1225,29.3916,-98.5708, 29:23:29.760 N, 98:34:14.880 W
1226,SAN ANTONIO 54,1226,29.4046,-98.5491, 29:24:16.560 N, 98:32:56.760 W
1227,LACKLAND A F B 15,1227,29.3169,-98.5625, 29:19:00.840 N, 98:33:45.000 W
1228,SAN ANTONIO 55,1228,29.3928,-98.5003, 29:23:34.080 N, 98:30:01.080 W
1229,LACKLAND A F B 16,1229,29.3416,-98.5033, 29:20:29.760 N, 98:30:11.880 W
1230,LACKLAND A F B 17,1230,29.3529,-98.5963, 29:21:10.440 N, 98:35:46.680 W
1231,SAN ANTONIO 56,1231,29.3702,-98.5015, 29:22:12.720 N, 98:30:05.400 W
1232,ELMENDORF 10,1232,29.3134,-98.475, 29:18:48.240 N, 98:28:30.000 W
1233,SAN ANTONIO 57,1233,29.3833,-98.5255, 29:22:59.880 N, 98:31:31.800 W
1234,LACKLAND A F B 18,1234,29.3576,-98.5519, 29:21:27.360 N, 98:33:06.840 W
1235,LACKLAND A F B 19,1235,29.3325,-98.5221, 29:19:57.000 N, 98:31:19.560 W
1236,UNIVERSAL CITY 13,1236,29.586,-98.2916, 29:35:09.600 N, 98:17:29.760 W
1237,UNIVERSAL CITY 14,1237,29.6344,-98.3096, 29:38:03.840 N, 98:18:34.560 W
1238,CIBOLO 1,1238,29.5745,-98.2156, 29:34:28.200 N, 98:12:56.160 W
1239,CIBOLO 2,1239,29.6156,-98.2398, 29:36:56.160 N, 98:14:23.280 W
1240,SCHERTZ 1,1240,29.5458,-98.2758, 29:32:44.880 N, 98:16:32.880 W
1241,UNIVERSAL CITY 15,1241,29.5568,-98.3068, 29:33:24.480 N, 98:18:24.480 W
1242,CIBOLO 3,1242,29.5191,-98.2006, 29:31:08.760 N, 98:12:02.160 W
1243,CIBOLO 4,1243,29.6877,-98.2959, 29:41:15.720 N, 98:17:45.240 W
1244,UNIVERSAL CITY 16,1244,29.582,-98.3301, 29:34:55.200 N, 98:19:48.360 W
1245,CIBOLO 5,1245,29.5837,-98.2549, 29:35:01.320 N, 98:15:17.640 W
1246,SCHERTZ 2,1246,29.5666,-98.2712, 29:33:59.760 N, 98:16:16.320 W
1247,CIBOLO 6,1247,29.6084,-98.2246, 29:36:30.240 N, 98:13:28.560 W
1248,CIBOLO 7,1248,29.6094,-98.2709, 29:36:33.840 N, 98:16:15.240 W
1249,UNIVERSAL CITY 17,1249,29.6132,-98.3282, 29:36:47.520 N, 98:19:41.520 W
1250,LACKLAND A F B 20,1250,29.3525,-98.5761, 29:21:09.000 N, 98:34:33.960 W
1251,ADKINS 6,1251,29.3081,-98.3242, 29:18:29.160 N, 98:19:27.120 W
1252,ELMENDORF 11,1252,29.2567,-98.3825, 29:15:24.120 N, 98:22:57.000 W
1253,PEARSALL 6,1253,28.9276,-99.0919, 28:55:39.360 N, 99:05:30.840 W
1254,ADKINS 7,1254,29.3081,-98.3228, 29:18:29.160 N, 98:19:22.080 W
1255,CHRISTINE 4,1255,28.7045,-98.4775, 28:42:16.200 N, 98:28:39.000 W
1256,ADKINS 8,1256,29.3098,-98.3203, 29:18:35.280 N, 98:19:13.080 W
1257,ELMENDORF 12,1257,29.2571,-98.384, 29:15:25.560 N, 98:23:02.400 W
1258,CONVERSE 9,1258,29.429,-98.3433, 29:25:44.400 N, 98:20:35.880 W
1259,LACKLAND A F B 21,1259,29.3468,-98.6536, 29:20:48.480 N, 98:39:12.960 W
1260,ELMENDORF 13,1260,29.3042,-98.4003, 29:18:15.120 N, 98:24:01.080 W
1261,BRACKETTVILLE 4,1261,29.2348,-100.2092, 29:14:05.280 N,100:12:33.120 W
1262,SOMERSET 3,1262,29.222,-98.6692, 29:13:19.200 N, 98:40:09.120 W
1263,ELMENDORF 14,1263,29.245,-98.4183, 29:14:42.000 N, 98:25:05.880 W
1264,ELMENDORF 15,1264,29.245,-98.4183, 29:14:42.000 N, 98:25:05.880 W
1265,ELMENDORF 16,1265,29.2717,-98.4447, 29:16:18.120 N, 98:26:40.920 W
1266,CONVERSE 10,1266,29.4695,-98.3319, 29:28:10.200 N, 98:19:54.840 W
1267,BRACKETTVILLE 5,1267,29.3289,-100.3839, 29:19:44.040 N,100:23:02.040 W
1268,CONVERSE 11,1268,29.4792,-98.2972, 29:28:45.120 N, 98:17:49.920 W
1269,KNIPPA 4,1269,29.2167,-99.7161, 29:13:00.120 N, 99:42:57.960 W
1270,LACKLAND A F B 22,1270,29.3301,-98.66, 29:19:48.360 N, 98:39:36.000 W
1271,ADKINS 9,1271,29.3781,-98.2692, 29:22:41.160 N, 98:16:09.120 W
1272,RIO FRIO 1,1272,29.6811,-99.7622, 29:40:51.960 N, 99:45:43.920 W
1273,CONVERSE 12,1273,29.4801,-98.25, 29:28:48.360 N, 98:15:00.000 W
1274,LACKLAND A F B 23,1274,29.4345,-98.6177, 29:26:04.200 N, 98:37:03.720 W
1275,LACKLAND A F B 24,1275,29.4345,-98.6177, 29:26:04.200 N, 98:37:03.720 W
1276,MABANK 1,1276,32.483,-96.0992, 32:28:58.800 N, 96:05:57.120 W
1277,KAUFMAN 1,1277,32.6359,-96.315, 32:38:09.240 N, 96:18:54.000 W
1278,KAUFMAN 2,1278,32.5717,-96.1977, 32:34:18.120 N, 96:11:51.720 W
1279,POWELL 1,1279,32.1818,-96.3815, 32:10:54.480 N, 96:22:53.400 W
1280,WAXAHACHIE 1,1280,32.3458,-96.7603, 32:20:44.880 N, 96:45:37.080 W
1281,CORSICANA 1,1281,32.0154,-96.3156, 32:00:55.440 N, 96:18:56.160 W
1282,PALMER 1,1282,32.4358,-96.5865, 32:26:08.880 N, 96:35:11.400 W
1283,BARRY 1,1283,31.9777,-96.6983, 31:58:39.720 N, 96:41:53.880 W
1284,DAWSON 1,1284,31.8643,-96.7043, 31:51:51.480 N, 96:42:15.480 W
1285,BARRY 2,1285,32.0371,-96.5547, 32:02:13.560 N, 96:33:16.920 W
1286,RICHLAND 1,1286,31.9488,-96.3799, 31:56:55.680 N, 96:22:47.640 W
1287,SCURRY 1,1287,32.517,-96.3856, 32:31:01.200 N, 96:23:08.160 W
1288,KAUFMAN 3,1288,32.5043,-96.2591, 32:30:15.480 N, 96:15:32.760 W
1289,WILMER 1,1289,32.5331,-96.712, 32:31:59.160 N, 96:42:43.200 W
1290,BARDWELL 1,1290,32.2303,-96.7032, 32:13:49.080 N, 96:42:11.520 W
1291,ENNIS 1,1291,32.2808,-96.5755, 32:16:50.880 N, 96:34:31.800 W
1292,SCURRY 2,1292,32.4166,-96.3999, 32:24:59.760 N, 96:23:59.640 W
1293,ENNIS 2,1293,32.3486,-96.5338, 32:20:54.960 N, 96:32:01.680 W
1294,KEMP 1,1294,32.3416,-96.2815, 32:20:29.760 N, 96:16:53.400 W
1295,BLOOMING GROVE 1,1295,32.1293,-96.7823, 32:07:45.480 N, 96:46:56.280 W
1296,ITALY 1,1296,32.1862,-96.802, 32:11:10.320 N, 96:48:07.200 W
1297,BLOOMING GROVE 2,1297,32.0707,-96.7477, 32:04:14.520 N, 96:44:51.720 W
1298,RICE 1,1298,32.177,-96.4879, 32:10:37.200 N, 96:29:16.440 W
1299,PURDON 1,1299,31.9355,-96.6168, 31:56:07.800 N, 96:37:00.480 W
1300,POWELL 2,1300,32.2036,-96.3599, 32:12:12.960 N, 96:21:35.640 W
1301,PURDON 2,1301,32.001,-96.5175, 32:00:03.600 N, 96:31:03.000 W
1302,RICE 2,1302,32.2802,-96.461, 32:16:48.720 N, 96:27:39.600 W
1303,FERRIS 1,1303,32.5161,-96.5797, 32:30:57.960 N, 96:34:46.920 W
1304,TEHUACANA 1,1304,31.8484,-96.5217, 31:50:54.240 N, 96:31:18.120 W
1305,BARRY 3,1305,32.0299,-96.6277, 32:01:47.640 N, 96:37:39.720 W
1306,CORSICANA 2,1306,32.1005,-96.4226, 32:06:01.800 N, 96:25:21.360 W
1307,COOLIDGE 1,1307,31.7211,-96.6626, 31:43:15.960 N, 96:39:45.360 W
1308,TEHUACANA 2,1308,31.7472,-96.5312, 31:44:49.920 N, 96:31:52.320 W
1309,WORTHAM 1,1309,31.8226,-96.4179, 31:49:21.360 N, 96:25:04.440 W
1310,BALCH SPRINGS 1,1310,32.6938,-96.6457, 32:41:37.680 N, 96:38:44.520 W
1311,BALCH SPRINGS 2,1311,32.6973,-96.5881, 32:41:50.280 N, 96:35:17.160 W
1312,WILMER 2,1312,32.6116,-96.6815, 32:36:41.760 N, 96:40:53.400 W
1313,SEAGOVILLE 1,1313,32.6488,-96.5542, 32:38:55.680 N, 96:33:15.120 W
1314,WILMER 3,1314,32.643,-96.6134, 32:38:34.800 N, 96:36:48.240 W
1315,SEAGOVILLE 2,1315,32.6615,-96.5391, 32:39:41.400 N, 96:32:20.760 W
1316,BALCH SPRINGS 3,1316,32.6891,-96.618, 32:41:20.760 N, 96:37:04.800 W
1317,DALLAS 1,1317,32.7837,-96.8934, 32:47:01.320 N, 96:53:36.240 W
1318,DUNCANVILLE 1,1318,32.703,-96.8934, 32:42:10.800 N, 96:53:36.240 W
1319,DALLAS 2,1319,32.7588,-96.8332, 32:45:31.680 N, 96:49:59.520 W
1320,DALLAS 3,1320,32.8081,-96.8765, 32:48:29.160 N, 96:52:35.400 W
1321,DALLAS 4,1321,32.7826,-96.85, 32:46:57.360 N, 96:50:60.000 W
1322,DALLAS 5,1322,32.7468,-96.8185, 32:44:48.480 N, 96:49:06.600 W
1323,DALLAS 6,1323,32.7735,-96.88, 32:46:24.600 N, 96:52:48.000 W
1324,DUNCANVILLE 2,1324,32.7421,-96.9146, 32:44:31.560 N, 96:54:52.560 W
1325,DALLAS 7,1325,32.7486,-96.8727, 32:44:54.960 N, 96:52:21.720 W
1326,DALLAS 8,1326,32.7952,-96.8586, 32:47:42.720 N, 96:51:30.960 W
1327,DUNCANVILLE 3,1327,32.7206,-96.8915, 32:43:14.160 N, 96:53:29.400 W
1328,DUNCANVILLE 4,1328,32.7522,-96.8903, 32:45:07.920 N, 96:53:25.080 W
1329,DALLAS 9,1329,32.742,-96.8527, 32:44:31.200 N, 96:51:09.720 W
1330,DUNCANVILLE 5,1330,32.6965,-96.8728, 32:41:47.400 N, 96:52:22.080 W
1331,DALLAS 10,1331,32.7808,-96.8277, 32:46:50.880 N, 96:49:39.720 W
1332,GRAND PRAIRIE 1,1332,32.769,-96.9251, 32:46:08.400 N, 96:55:30.360 W
1333,DALLAS 11,1333,32.7646,-96.8031, 32:45:52.560 N, 96:48:11.160 W
1334,DALLAS 12,1334,32.7224,-96.8472, 32:43:20.640 N, 96:50:49.920 W
1335,DUNCANVILLE 6,1335,32.6959,-96.8987, 32:41:45.240 N, 96:53:55.320 W
1336,DUNCANVILLE 7,1336,32.7324,-96.8815, 32:43:56.640 N, 96:52:53.400 W
1337,DUNCANVILLE 8,1337,32.7142,-96.8708, 32:42:51.120 N, 96:52:14.880 W
1338,DALLAS 13,1338,32.7483,-96.8568, 32:44:53.880 N, 96:51:24.480 W
1339,DALLAS 14,1339,32.7371,-96.8284, 32:44:13.560 N, 96:49:42.240 W
1340,MESQUITE 1,1340,32.8,-96.5928, 32:47:60.000 N, 96:35:34.080 W
1341,BALCH SPRINGS 4,1341,32.7427,-96.6332, 32:44:33.720 N, 96:37:59.520 W
1342,SUNNYVALE 1,1342,32.7422,-96.5482, 32:44:31.920 N, 96:32:53.520 W
1343,SUNNYVALE 2,1343,32.7833,-96.5784, 32:46:59.880 N, 96:34:42.240 W
1344,BALCH SPRINGS 5,1344,32.7353,-96.596, 32:44:07.080 N, 96:35:45.600 W
1345,MESQUITE 2,1345,32.7604,-96.592, 32:45:37.440 N, 96:35:31.200 W
1346,MESQUITE 3,1346,32.7831,-96.6364, 32:46:59.160 N, 96:38:11.040 W
1347,MESQUITE 4,1347,32.7628,-96.6766, 32:45:46.080 N, 96:40:35.760 W
1348,HUTCHINS 1,1348,32.7205,-96.7061, 32:43:13.800 N, 96:42:21.960 W
1349,MESQUITE 5,1349,32.7757,-96.7012, 32:46:32.520 N, 96:42:04.320 W
1350,DALLAS 15,1350,32.759,-96.7575, 32:45:32.400 N, 96:45:27.000 W
1351,MESQUITE 6,1351,32.797,-96.6601, 32:47:49.200 N, 96:39:36.360 W
1352,MESQUITE 7,1352,32.8074,-96.7021, 32:48:26.640 N, 96:42:07.560 W
1353,BALCH SPRINGS 6,1353,32.727,-96.6775, 32:43:37.200 N, 96:40:39.000 W
1354,BALCH SPRINGS 7,1354,32.7409,-96.6588, 32:44:27.240 N, 96:39:31.680 W
1355,BALCH SPRINGS 8,1355,32.7025,-96.6831, 32:42:09.000 N, 96:40:59.160 W
1356,DALLAS 16,1356,32.7873,-96.723, 32:47:14.280 N, 96:43:22.800 W
1357,BALCH SPRINGS 9,1357,32.7429,-96.6931, 32:44:34.440 N, 96:41:35.160 W
1358,MESQUITE 8,1358,32.7646,-96.6606, 32:45:52.560 N, 96:39:38.160 W
1359,DALLAS 17,1359,32.7733,-96.753, 32:46:23.880 N, 96:45:10.800 W
1360,MESQUITE 9,1360,32.7712,-96.6793, 32:46:16.320 N, 96:40:45.480 W
1361,DALLAS 18,1361,32.7509,-96.7648, 32:45:03.240 N, 96:45:53.280 W
1362,MESQUITE 10,1362,32.8077,-96.6902, 32:48:27.720 N, 96:41:24.720 W
1363,DALLAS 19,1363,32.7059,-96.806, 32:42:21.240 N, 96:48:21.600 W
1364,LANCASTER 1,1364,32.6666,-96.7633, 32:39:59.760 N, 96:45:47.880 W
1365,DALLAS 20,1365,32.7279,-96.801, 32:43:40.440 N, 96:48:03.600 W
1366,DESOTO 1,1366,32.6689,-96.8377, 32:40:08.040 N, 96:50:15.720 W
1367,DUNCANVILLE 9,1367,32.662,-96.8491, 32:39:43.200 N, 96:50:56.760 W
1368,DUNCANVILLE 10,1368,32.7028,-96.8402, 32:42:10.080 N, 96:50:24.720 W
1369,DALLAS 21,1369,32.709,-96.7753, 32:42:32.400 N, 96:46:31.080 W
1370,LANCASTER 2,1370,32.675,-96.7988, 32:40:30.000 N, 96:47:55.680 W
1371,IRVING 1,1371,32.8307,-96.915, 32:49:50.520 N, 96:54:54.000 W
1372,IRVING 2,1372,32.8509,-96.9526, 32:51:03.240 N, 96:57:09.360 W
1373,GRAND PRAIRIE 2,1373,32.8132,-96.9341, 32:48:47.520 N, 96:56:02.760 W
1374,GRAND PRAIRIE 3,1374,32.7969,-96.9517, 32:47:48.840 N, 96:57:06.120 W
1375,DALLAS 22,1375,32.8232,-96.8877, 32:49:23.520 N, 96:53:15.720 W
1376,IRVING 3,1376,32.8759,-96.9745, 32:52:33.240 N, 96:58:28.200 W
1377,IRVING 4,1377,32.8671,-96.9295, 32:52:01.560 N, 96:55:46.200 W
1378,COPPELL 1,1378,32.967,-96.9844, 32:58:01.200 N, 96:59:03.840 W
1379,COPPELL 2,1379,32.9148,-96.9587, 32:54:53.280 N, 96:57:31.320 W
1380,COPPELL 3,1380,32.9441,-96.9554, 32:56:38.760 N, 96:57:19.440 W
1381,COPPELL 4,1381,32.9694,-96.974, 32:58:09.840 N, 96:58:26.400 W
1382,IRVING 5,1382,32.9082,-96.9661, 32:54:29.520 N, 96:57:57.960 W
1383,CARROLLTON 1,1383,32.9258,-96.9314, 32:55:32.880 N, 96:55:53.040 W
1384,COPPELL 5,1384,32.938,-96.9428, 32:56:16.800 N, 96:56:34.080 W
1385,COPPELL 6,1385,32.9977,-96.9833, 32:59:51.720 N, 96:58:59.880 W
1386,CARROLLTON 2,1386,32.9576,-96.912, 32:57:27.360 N, 96:54:43.200 W
1387,CARROLLTON 3,1387,32.9575,-96.912, 32:57:27.000 N, 96:54:43.200 W
1388,DUNCANVILLE 11,1388,32.6594,-96.9035, 32:39:33.840 N, 96:54:12.600 W
1389,DUNCANVILLE 12,1389,32.6326,-96.9043, 32:37:57.360 N, 96:54:15.480 W
1390,DUNCANVILLE 13,1390,32.6652,-96.9137, 32:39:54.720 N, 96:54:49.320 W
1391,DESOTO 2,1391,32.6043,-96.8895, 32:36:15.480 N, 96:53:22.200 W
1392,CARROLLTON 4,1392,32.9402,-96.8863, 32:56:24.720 N, 96:53:10.680 W
1393,ADDISON 1,1393,32.9112,-96.854, 32:54:40.320 N, 96:51:14.400 W
1394,ADDISON 2,1394,32.9244,-96.8636, 32:55:27.840 N, 96:51:48.960 W
1395,ADDISON 3,1395,32.8734,-96.8524, 32:52:24.240 N, 96:51:08.640 W
1396,ADDISON 4,1396,32.866,-96.8619, 32:51:57.600 N, 96:51:42.840 W
1397,ADDISON 5,1397,32.906,-96.8423, 32:54:21.600 N, 96:50:32.280 W
1398,CARROLLTON 5,1398,32.9043,-96.8828, 32:54:15.480 N, 96:52:58.080 W
1399,ADDISON 6,1399,32.8924,-96.8125, 32:53:32.640 N, 96:48:45.000 W
1400,ADDISON 7,1400,32.9086,-96.7992, 32:54:30.960 N, 96:47:57.120 W
