BusNum,BusName,BusNomVolt,BusSlack,BusB:1,BusG:1,BusPUVolt,BusAngle,DCLossMultiplier,AreaNum,ZoneNum,BANumber,OwnerNum,SubNum,Latitude:1,Longitude:1,BusMonEle,LSName,BusVoltLim,TopologyBusType,Priority
4129,PREMONT 0,115.0,NO ,0,0,1.0247231,-56.32549553,1,4,20,1,1,317,27.634419,-98.496692,YES,Default,NO ,BusbarSection,0
4130,FREER 0,115.0,NO ,0,0,1.019999981,-57.77588399,1,4,20,1,1,318,27.835918,-98.62897,YES,Default,NO ,BusbarSection,0
4131,PEARSALL 0,230.0,NO ,0,0,1.019999981,-50.6297437,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4132,PEARSALL 1,115.0,NO ,0,0,1.018010391,-51.5680942,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4133,PEARSALL 2,20.0,NO ,0,0,1.019999981,-50.6297437,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4134,PEARSALL 3,20.0,NO ,0,0,1.014671406,-49.79239207,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4135,PEARSALL 4,20.0,NO ,0,0,1.015067184,-49.83140572,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4136,PEARSALL 5,20.0,NO ,0,0,1.01337063,-49.58127011,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4137,PEARSALL 6,20.0,NO ,0,0,1.019999981,-50.6297437,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4138,PEARSALL 7,20.0,NO ,0,0,1.019999981,-50.6297437,1,4,20,1,1,319,28.9275,-99.0919,YES,Default,NO ,BusbarSection,0
4139,SANDIA 0,115.0,NO ,0,0,0.982880467,-54.80560113,1,4,21,1,1,320,28.093161,-97.962915,YES,Default,NO ,BusbarSection,0
4140,SARITA 1 0,230.0,NO ,0,0,1.028450406,-48.73526821,1,4,21,1,1,321,27.223056,-97.789167,YES,Default,NO ,BusbarSection,0
4141,SARITA 1 1,115.0,NO ,0,0,1.019999981,-51.91330886,1,4,21,1,1,321,27.223056,-97.789167,YES,Default,NO ,BusbarSection,0
4142,SARITA 1 2,13.8,NO ,0,0,1.039239835,-46.63829121,1,4,21,1,1,321,27.223056,-97.789167,YES,Default,NO ,BusbarSection,0
4143,DILLEY 0,115.0,NO ,0,0,1.00143466,-54.19962784,1,4,20,1,1,322,28.703396,-99.191188,YES,Default,NO ,BusbarSection,0
4144,ORANGE GROVE 0,115.0,NO ,0,0,0.984678236,-56.11697151,1,4,21,1,1,323,27.986244,-98.060187,YES,Default,NO ,BusbarSection,0
4145,PORTLAND 0,115.0,NO ,0,0,0.992505801,-46.7235113,1,4,21,1,1,324,27.892132,-97.384238,YES,Default,NO ,BusbarSection,0
4146,LAREDO 4 0,230.0,NO ,0,0,1.021404639,-55.9007901,1,4,20,1,1,325,27.373543,-99.350596,YES,Default,NO ,BusbarSection,0
4147,LAREDO 4 1,115.0,NO ,0,0,1.019999981,-57.7444427,1,4,20,1,1,325,27.373543,-99.350596,YES,Default,NO ,BusbarSection,0
4148,THREE RIVERS 0,115.0,NO ,0,0,0.988810003,-57.96167104,1,4,20,1,1,326,28.310347,-98.573186,YES,Default,NO ,BusbarSection,0
4149,ROCKPORT 0,115.0,NO ,0,0,0.99398248,-45.08602162,1,4,21,1,1,327,28.120701,-97.19689,YES,Default,NO ,BusbarSection,0
4150,CORPUS CHRISTI 15 0,115.0,NO ,0,0,0.988399404,-48.59893371,1,4,21,1,1,328,27.73963,-97.46682,YES,Default,NO ,BusbarSection,0
4151,ARMSTRONG 1 0,230.0,NO ,0,0,1.022811081,-49.96908082,1,4,21,1,1,329,27.0011,-97.5994,YES,Default,NO ,BusbarSection,0
4152,ARMSTRONG 1 1,115.0,NO ,0,0,1.018349023,-48.54430259,1,4,21,1,1,329,27.0011,-97.5994,YES,Default,NO ,BusbarSection,0
4153,ARMSTRONG 1 2,18.0,NO ,0,0,1.032932463,-48.13155199,1,4,21,1,1,329,27.0011,-97.5994,YES,Default,NO ,BusbarSection,0
4154,PENITAS 0,115.0,NO ,0,0,0.996707884,-67.89296334,1,4,19,1,1,330,26.321607,-98.476164,YES,Default,NO ,BusbarSection,0
4155,SULLIVAN CITY 0,115.0,NO ,0,0,1.001816881,-65.79483257,1,4,19,1,1,331,26.253727,-98.567191,YES,Default,NO ,BusbarSection,0
4156,CORPUS CHRISTI 6 0,115.0,NO ,0,0,0.991719464,-49.55061414,1,4,21,1,1,332,27.703573,-97.345045,YES,Default,NO ,BusbarSection,0
4157,MISSION 2 0,115.0,NO ,0,0,1.003969174,-70.3326881,1,4,19,1,1,333,26.296434,-98.299977,YES,Default,NO ,BusbarSection,0
4158,CORPUS CHRISTI 1 0,230.0,NO ,0,0,1.014028153,-42.17324684,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4159,CORPUS CHRISTI 1 1,115.0,NO ,0,0,0.99890533,-46.39326871,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4160,CORPUS CHRISTI 1 2,13.8,NO ,0,0,1.029999971,-39.57296504,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4161,CORPUS CHRISTI 1 3,13.8,NO ,0,0,1.029999971,-39.33010265,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4162,CORPUS CHRISTI 1 4,13.8,NO ,0,0,1.029999971,-38.58180442,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4163,CORPUS CHRISTI 1 5,13.8,NO ,0,0,1.014028153,-42.17324684,1,4,21,1,1,334,27.8139,-97.4283,YES,Default,NO ,BusbarSection,0
4164,GRULLA 0,115.0,NO ,0,0,1.0019971,-64.77136472,1,4,19,1,1,335,26.274827,-98.654824,YES,Default,NO ,BusbarSection,0
4165,SARITA 2 0,115.0,NO ,0,0,1.020967887,-46.5221396,1,4,21,1,1,336,27.1197,-97.5499,YES,Default,NO ,BusbarSection,0
4166,SARITA 2 1,13.8,NO ,0,0,1.007014725,-42.63466898,1,4,21,1,1,336,27.1197,-97.5499,YES,Default,NO ,BusbarSection,0
4167,HARGILL 0,115.0,NO ,0,0,0.994507826,-68.00704565,1,4,19,1,1,337,26.477435,-97.921496,YES,Default,NO ,BusbarSection,0
4168,CORPUS CHRISTI 14 0,115.0,NO ,0,0,0.99739125,-46.70414159,1,4,21,1,1,338,27.810698,-97.440395,YES,Default,NO ,BusbarSection,0
4169,MATHIS 0,115.0,NO ,0,0,0.987083428,-52.22943009,1,4,21,1,1,339,28.103247,-97.808031,YES,Default,NO ,BusbarSection,0
4170,ARANSAS PASS 0,115.0,NO ,0,0,0.988661258,-46.96295085,1,4,21,1,1,340,27.873028,-97.092196,YES,Default,NO ,BusbarSection,0
4171,SAN BENITO 0,115.0,NO ,0,0,1.009252138,-62.49274335,1,4,19,1,1,341,26.106086,-97.629292,YES,Default,NO ,BusbarSection,0
4172,PLEASANTON 0,115.0,NO ,0,0,1.00203483,-50.90592299,1,4,20,1,1,342,28.935779,-98.428996,YES,Default,NO ,BusbarSection,0
4173,REFUGIO 0,115.0,NO ,0,0,0.998482799,-40.6444892,1,4,21,1,1,343,28.291147,-96.899059,YES,Default,NO ,BusbarSection,0
4174,LYTLE 0,115.0,NO ,0,0,1.012673109,-57.73885913,1,4,20,1,1,344,29.203679,-98.776694,YES,Default,NO ,BusbarSection,0
4175,LAREDO 2 0,115.0,NO ,0,0,1.019999981,-56.22584996,1,4,20,1,1,345,27.751747,-99.126085,YES,Default,NO ,BusbarSection,0
4176,BRUNI 1 0,115.0,NO ,0,0,1.034495956,-52.80723708,1,4,20,1,1,346,27.576111,-98.905278,YES,Default,NO ,BusbarSection,0
4177,BRUNI 1 1,13.8,NO ,0,0,1.039999962,-49.4395835,1,4,20,1,1,346,27.576111,-98.905278,YES,Default,NO ,BusbarSection,0
4178,GOLIAD 0,115.0,NO ,0,0,1.019999981,-46.81240889,1,4,21,1,1,347,28.568278,-97.579237,YES,Default,NO ,BusbarSection,0
4179,SAN DIEGO 0,115.0,NO ,0,0,1.006745383,-58.43210699,1,4,20,1,1,348,27.849558,-98.385775,YES,Default,NO ,BusbarSection,0
4180,PORT ARANSAS 0,115.0,NO ,0,0,0.98640442,-48.01861995,1,4,21,1,1,349,27.777437,-97.114983,YES,Default,NO ,BusbarSection,0
4181,TAFT 1 0,230.0,NO ,0,0,1.022373046,-39.3711455,1,4,21,1,1,350,27.9958,-97.2967,YES,Default,NO ,BusbarSection,0
4182,TAFT 1 1,115.0,NO ,0,0,1.002903983,-43.43102794,1,4,21,1,1,350,27.9958,-97.2967,YES,Default,NO ,BusbarSection,0
4183,SAN PERLITA 0,230.0,NO ,0,0,1.017073219,-49.91021768,1,4,19,1,1,351,26.475278,-97.691111,YES,Default,NO ,BusbarSection,0
4184,SAN PERLITA 1,115.0,NO ,0,0,1.003530083,-57.69227201,1,4,19,1,1,351,26.475278,-97.691111,YES,Default,NO ,BusbarSection,0
4185,ZAPATA 0,115.0,NO ,0,0,1.01672083,-58.88124812,1,4,19,1,1,352,26.930929,-99.162765,YES,Default,NO ,BusbarSection,0
4186,SANTA ROSA 2 0,115.0,NO ,0,0,0.997286632,-69.36413301,1,4,19,1,1,353,26.345257,-97.794892,YES,Default,NO ,BusbarSection,0
4187,COTULLA 0,115.0,NO ,0,0,0.992393001,-59.11138232,1,4,20,1,1,354,28.293173,-99.214344,YES,Default,NO ,BusbarSection,0
4188,QUEMADO 0,115.0,NO ,0,0,1.022483191,-53.38683677,1,4,20,1,1,355,28.951173,-100.593386,YES,Default,NO ,BusbarSection,0
4189,CARRIZO SPRINGS 0,115.0,NO ,0,0,0.987980688,-57.01636914,1,4,20,1,1,356,28.524903,-99.50848,YES,Default,NO ,BusbarSection,0
4190,LAREDO 5 0,115.0,NO ,0,0,1.005558372,-58.68222114,1,4,20,1,1,357,27.545404,-99.461989,YES,Default,NO ,BusbarSection,0
4191,RAYMONDVILLE 0,115.0,NO ,0,0,1.000463409,-55.83469704,1,4,19,1,1,358,26.569308,-97.442331,YES,Default,NO ,BusbarSection,0
4192,BROWNSVILLE 1 0,230.0,NO ,0,0,1.019999981,-50.72595867,1,4,19,1,1,359,25.9131,-97.5214,YES,Default,NO ,BusbarSection,0
4193,BROWNSVILLE 1 1,115.0,NO ,0,0,1.012688995,-53.473848,1,4,19,1,1,359,25.9131,-97.5214,YES,Default,NO ,BusbarSection,0
4194,SEBASTIAN 1 0,115.0,NO ,0,0,0.999465916,-61.60211718,1,4,19,1,1,361,26.34892,-97.6668,YES,Default,NO ,BusbarSection,0
4195,OILTON 0,500.0,NO ,0,0,1.030572309,-51.45901182,1,4,20,1,1,913,27.488056,-99.005278,YES,Default,NO ,BusbarSection,0
4196,OILTON 1,230.0,NO ,0,0,1.028158299,-52.95776868,1,4,20,1,1,913,27.488056,-99.005278,YES,Default,NO ,BusbarSection,0
4197,OILTON 2,115.0,NO ,0,0,1.023493029,-54.95740532,1,4,20,1,1,913,27.488056,-99.005278,YES,Default,NO ,BusbarSection,0
5003,GARLAND 5 0,161.0,NO ,0,0,0.98819786,-70.87746084,1,5,16,1,1,362,32.911702,-96.674838,YES,Default,NO ,BusbarSection,0
5004,KERENS 0,161.0,NO ,0,0,0.986689325,-63.62483686,1,5,14,1,1,363,32.158265,-96.329632,YES,Default,NO ,BusbarSection,0
5005,LIPAN 0,161.0,NO ,0,0,1.009348072,-55.20285844,1,5,18,1,1,364,32.527015,-98.008849,YES,Default,NO ,BusbarSection,0
5006,DALLAS 24 0,161.0,NO ,0,0,0.993872552,-70.41355748,1,5,16,1,1,365,32.969699,-96.797334,YES,Default,NO ,BusbarSection,0
5007,DENTON 4 0,161.0,NO ,0,0,0.993552797,-66.10837354,1,5,17,1,1,366,33.231569,-97.109882,YES,Default,NO ,BusbarSection,0
5008,ALBANY 2 0,161.0,NO ,0,0,1.006140689,-43.58449245,1,5,15,1,1,367,32.790131,-99.24184,YES,Default,NO ,BusbarSection,0
5009,DALLAS 21 0,161.0,NO ,0,0,0.995858456,-71.66725362,1,5,16,1,1,368,32.864887,-96.790359,YES,Default,NO ,BusbarSection,0
5010,PLANO 2 0,161.0,NO ,0,0,0.995435961,-69.63046564,1,5,16,1,1,369,33.031561,-96.673164,YES,Default,NO ,BusbarSection,0
5011,THORNTON 0,161.0,NO ,0,0,1.003577264,-55.4695556,1,5,13,1,1,370,31.299588,-96.608952,YES,Default,NO ,BusbarSection,0
5012,DENTON 5 0,161.0,NO ,0,0,0.99131864,-66.58877158,1,5,17,1,1,371,33.220974,-97.146038,YES,Default,NO ,BusbarSection,0
5013,EARLY 0,161.0,NO ,0,0,1.019999981,-51.51440999,1,5,15,1,1,372,31.842565,-98.805134,YES,Default,NO ,BusbarSection,0
5014,DECATUR 0,161.0,NO ,0,0,0.994522697,-62.79606876,1,5,17,1,1,373,33.276319,-97.514178,YES,Default,NO ,BusbarSection,0
5015,KELLER 2 0,500.0,NO ,0,0,1.003186086,-61.56467053,1,5,17,1,1,374,32.928037,-97.283914,YES,Default,NO ,BusbarSection,0
5016,KELLER 2 1,161.0,NO ,0,0,1.001303721,-66.19141234,1,5,17,1,1,374,32.928037,-97.283914,YES,Default,NO ,BusbarSection,0
5017,PONDER 0,161.0,NO ,0,0,0.991294837,-67.45874893,1,5,17,1,1,375,33.198704,-97.311628,YES,Default,NO ,BusbarSection,0
5018,JACKSBORO 1 0,500.0,NO ,0,0,1.004079697,-48.69190616,1,5,12,1,1,376,33.06797,-98.337652,YES,Default,NO ,BusbarSection,0
5019,JACKSBORO 1 1,161.0,NO ,0,0,1.001480198,-50.44791937,1,5,12,1,1,376,33.06797,-98.337652,YES,Default,NO ,BusbarSection,0
5020,JACKSBORO 1 2,13.8,NO ,0,0,1,-46.98137662,1,5,12,1,1,376,33.06797,-98.337652,YES,Default,NO ,BusbarSection,0
5021,ALEDO 1 0,500.0,NO ,0,0,1.000305034,-59.45944088,1,5,17,1,1,377,32.7206,-97.5142,YES,Default,NO ,BusbarSection,0
5022,ALEDO 1 1,161.0,NO ,0,0,0.997612421,-63.18581651,1,5,17,1,1,377,32.7206,-97.5142,YES,Default,NO ,BusbarSection,0
5023,ALEDO 1 2,13.8,NO ,0,0,1.000305034,-59.45944088,1,5,17,1,1,377,32.7206,-97.5142,YES,Default,NO ,BusbarSection,0
5024,GATESVILLE 4 0,161.0,NO ,0,0,1.00256429,-55.89332634,1,5,13,1,1,378,31.417256,-97.755604,YES,Default,NO ,BusbarSection,0
5025,CLEBURNE 2 0,161.0,NO ,0,0,0.994717366,-62.51304918,1,5,18,1,1,379,32.276663,-97.508356,YES,Default,NO ,BusbarSection,0
5026,FORT WORTH 14 0,161.0,NO ,0,0,0.98960912,-67.69408475,1,5,17,1,1,380,32.639029,-97.335106,YES,Default,NO ,BusbarSection,0
5027,FORT WORTH 23 0,161.0,NO ,0,0,0.992978912,-68.55469488,1,5,17,1,1,381,32.667305,-97.416615,YES,Default,NO ,BusbarSection,0
5028,FORT WORTH 1 0,161.0,NO ,0,0,0.997994297,-68.65891393,1,5,17,1,1,382,32.823978,-97.048681,YES,Default,NO ,BusbarSection,0
5029,TROY 0,161.0,NO ,0,0,1.001011842,-54.81416809,1,5,13,1,1,383,31.195905,-97.265253,YES,Default,NO ,BusbarSection,0
5030,SPRINGTOWN 0,161.0,NO ,0,0,0.989862839,-66.29362501,1,5,12,1,1,384,32.853068,-97.6966,YES,Default,NO ,BusbarSection,0
5031,PRINCETON 0,161.0,NO ,0,0,1.001990742,-66.73603932,1,5,16,1,1,385,33.151747,-96.483157,YES,Default,NO ,BusbarSection,0
5032,DALLAS 27 0,161.0,NO ,0,0,0.992034665,-69.80799653,1,5,16,1,1,386,32.746823,-96.802681,YES,Default,NO ,BusbarSection,0
5033,DALLAS 1 0,500.0,NO ,0,0,1.010827194,-63.99036586,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5034,DALLAS 1 1,161.0,NO ,0,0,1.004524172,-66.20841698,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5035,DALLAS 1 2,13.2,NO ,0,0,1.010827194,-63.99036586,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5036,DALLAS 1 3,13.2,NO ,0,0,1.010827194,-63.99036586,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5037,DALLAS 1 4,13.2,NO ,0,0,1.019999981,-63.36329444,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5038,DALLAS 1 5,13.2,NO ,0,0,1.019999981,-63.34197193,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5039,DALLAS 1 6,13.2,NO ,0,0,1.019390715,-63.70963852,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5040,DALLAS 1 7,13.2,NO ,0,0,1.019999981,-63.14411419,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5041,DALLAS 1 8,13.2,NO ,0,0,1.019999981,-63.4048988,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5042,DALLAS 1 9,13.2,NO ,0,0,1.019999981,-63.29473447,1,5,16,1,1,387,32.648611,-96.644444,YES,Default,NO ,BusbarSection,0
5043,ROYSE CITY 0,161.0,NO ,0,0,0.984951231,-69.76911993,1,5,16,1,1,388,32.945503,-96.375325,YES,Default,NO ,BusbarSection,0
5044,BOYD 0,161.0,NO ,0,0,0.996240032,-63.17003123,1,5,17,1,1,389,33.041942,-97.597083,YES,Default,NO ,BusbarSection,0
5045,STEPHENVILLE 0,500.0,NO ,0,0,1.010195284,-48.99017331,1,5,18,1,1,390,32.282235,-98.196717,YES,Default,NO ,BusbarSection,0
5046,STEPHENVILLE 1,161.0,NO ,0,0,1.00766615,-51.03047177,1,5,18,1,1,390,32.282235,-98.196717,YES,Default,NO ,BusbarSection,0
5047,MANSFIELD 0,500.0,NO ,0,0,1.008208982,-59.91327718,1,5,17,1,1,391,32.503973,-97.188374,YES,Default,NO ,BusbarSection,0
5048,MANSFIELD 1,161.0,NO ,0,0,0.996108794,-64.25943815,1,5,17,1,1,391,32.503973,-97.188374,YES,Default,NO ,BusbarSection,0
5049,GREENVILLE 1 0,500.0,NO ,0,0,1.006152621,-59.97429025,1,5,16,1,1,392,33.1707,-96.1264,YES,Default,NO ,BusbarSection,0
5050,GREENVILLE 1 1,161.0,NO ,0,0,1.002288522,-64.45726068,1,5,16,1,1,392,33.1707,-96.1264,YES,Default,NO ,BusbarSection,0
5051,GREENVILLE 1 2,22.0,NO ,0,0,1.01321005,-59.20488075,1,5,16,1,1,392,33.1707,-96.1264,YES,Default,NO ,BusbarSection,0
5052,GREENVILLE 1 3,115.0,NO ,0,0,1.004068452,-63.17069143,1,5,16,1,1,392,33.1707,-96.1264,YES,Default,NO ,BusbarSection,0
5053,PLANO 4 0,161.0,NO ,0,0,0.988509014,-69.59017777,1,5,16,1,1,393,33.090085,-96.740008,YES,Default,NO ,BusbarSection,0
5054,GROESBECK 0,161.0,NO ,0,0,0.993994404,-57.44825383,1,5,14,1,1,394,31.503056,-96.520013,YES,Default,NO ,BusbarSection,0
5055,GRAHAM 0,500.0,NO ,0,0,1.002848753,-50.21244191,1,5,12,1,1,395,33.1344,-98.6117,YES,Default,NO ,BusbarSection,0
5056,GRAHAM 1,161.0,NO ,0,0,1.001389146,-51.06830108,1,5,12,1,1,395,33.1344,-98.6117,YES,Default,NO ,BusbarSection,0
5057,GRAHAM 2,13.8,NO ,0,0,1.002848753,-50.21244191,1,5,12,1,1,395,33.1344,-98.6117,YES,Default,NO ,BusbarSection,0
5058,GRAHAM 3,13.8,NO ,0,0,1,-47.44247831,1,5,12,1,1,395,33.1344,-98.6117,YES,Default,NO ,BusbarSection,0
5059,MABANK 2 0,161.0,NO ,0,0,0.995494367,-64.25055661,1,5,14,1,1,396,32.277759,-96.105332,YES,Default,NO ,BusbarSection,0
5060,MABANK 2 1,115.0,NO ,0,0,0.998370103,-66.61182025,1,5,14,1,1,396,32.277759,-96.105332,YES,Default,NO ,BusbarSection,0
5061,MABANK 2 2,115.0,NO ,0,0,1.019999981,-69.97037009,1,5,14,1,1,396,32.277759,-96.105332,YES,Default,NO ,BusbarSection,0
5062,MABANK 2 3,115.0,NO ,0,0,0.99169222,-74.34044402,1,5,14,1,1,396,32.277759,-96.105332,YES,Default,NO ,BusbarSection,0
5063,ARLINGTON 1 0,500.0,NO ,0,0,1.010284187,-62.18811208,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5064,ARLINGTON 1 1,161.0,NO ,0,0,1.001471403,-66.39761596,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5065,ARLINGTON 1 2,13.8,NO ,0,0,1.011245307,-62.0848906,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5066,ARLINGTON 1 3,13.8,NO ,0,0,1.010284187,-62.18811208,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5067,ARLINGTON 1 4,13.8,NO ,0,0,1.029999971,-59.60970012,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5068,ARLINGTON 1 5,13.8,NO ,0,0,1.029999971,-59.48503341,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5069,ARLINGTON 1 6,13.8,NO ,0,0,1.029999971,-59.31431553,1,5,17,1,1,397,32.775093,-97.14209,YES,Default,NO ,BusbarSection,0
5070,DALLAS 41 0,161.0,NO ,0,0,0.990413562,-70.297001,1,5,17,1,1,398,32.781246,-96.878831,YES,Default,NO ,BusbarSection,0
5071,WACO 3 0,161.0,NO ,0,0,1.009715964,-54.85017347,1,5,13,1,1,399,31.576824,-97.127249,YES,Default,NO ,BusbarSection,0
5072,DALLAS 19 0,161.0,NO ,0,0,0.993766295,-69.8730037,1,5,16,1,1,400,32.997373,-96.788213,YES,Default,NO ,BusbarSection,0
5073,BANGS 0,161.0,NO ,0,0,1.017403408,-46.70232235,1,5,15,1,1,401,31.706204,-99.151374,YES,Default,NO ,BusbarSection,0
5074,PROSPER 0,161.0,NO ,0,0,0.995431501,-69.57020981,1,5,16,1,1,402,33.241902,-96.807989,YES,Default,NO ,BusbarSection,0
5075,EVANT 0,161.0,NO ,0,0,1.002345767,-56.95398345,1,5,18,1,1,403,31.553908,-98.049081,YES,Default,NO ,BusbarSection,0
5076,TERRELL 1 0,161.0,NO ,0,0,1.000349197,-71.66856713,1,5,16,1,1,404,32.738471,-96.169166,YES,Default,NO ,BusbarSection,0
5077,TERRELL 1 1,115.0,NO ,0,0,1.019999981,-72.65572733,1,5,16,1,1,404,32.738471,-96.169166,YES,Default,NO ,BusbarSection,0
5078,AUBREY 0,161.0,NO ,0,0,0.989163329,-66.89219442,1,5,17,1,1,405,33.273449,-96.990119,YES,Default,NO ,BusbarSection,0
5079,WACO 4 0,161.0,NO ,0,0,1.013506298,-56.31175385,1,5,13,1,1,406,31.513756,-97.152983,YES,Default,NO ,BusbarSection,0
5080,LORENA 0,161.0,NO ,0,0,0.994792689,-57.20462627,1,5,13,1,1,407,31.268644,-97.202495,YES,Default,NO ,BusbarSection,0
5081,FORT HOOD 0,161.0,NO ,0,0,0.999859164,-55.86169507,1,5,13,1,1,408,31.143642,-97.761047,YES,Default,NO ,BusbarSection,0
5082,ARLINGTON 5 0,161.0,NO ,0,0,0.994726173,-69.66528103,1,5,17,1,1,409,32.692105,-97.086517,YES,Default,NO ,BusbarSection,0
5083,MCKINNEY 3 0,500.0,NO ,0,0,1.009051236,-63.68008369,1,5,16,1,1,410,33.172033,-96.69627,YES,Default,NO ,BusbarSection,0
5084,MCKINNEY 3 1,161.0,NO ,0,0,0.99437902,-67.9774073,1,5,16,1,1,410,33.172033,-96.69627,YES,Default,NO ,BusbarSection,0
5085,DALLAS 38 0,161.0,NO ,0,0,0.988108489,-69.8375055,1,5,17,1,1,411,32.665618,-96.873056,YES,Default,NO ,BusbarSection,0
5086,ARLINGTON 9 0,161.0,NO ,0,0,0.988908093,-69.24098546,1,5,17,1,1,412,32.719328,-97.155028,YES,Default,NO ,BusbarSection,0
5087,MILFORD 0,161.0,NO ,0,0,0.990655363,-63.82947093,1,5,14,1,1,413,32.137513,-96.99247,YES,Default,NO ,BusbarSection,0
5088,CLIFTON 1 0,161.0,NO ,0,0,0.997445574,-59.1560579,1,5,18,1,1,414,31.8694,-97.3667,YES,Default,NO ,BusbarSection,0
5089,CLIFTON 1 1,13.8,NO ,0,0,0.997445574,-59.1560579,1,5,18,1,1,414,31.8694,-97.3667,YES,Default,NO ,BusbarSection,0
5090,DALLAS 15 0,161.0,NO ,0,0,0.997222289,-71.06439026,1,5,16,1,1,415,32.831279,-96.771191,YES,Default,NO ,BusbarSection,0
5091,FROST 0,161.0,NO ,0,0,0.990614685,-63.22958807,1,5,14,1,1,416,32.038687,-96.807932,YES,Default,NO ,BusbarSection,0
5092,GRANDVIEW 0,161.0,NO ,0,0,0.992431497,-67.14666788,1,5,14,1,1,417,32.280923,-97.16076,YES,Default,NO ,BusbarSection,0
5093,HASLET 0,161.0,NO ,0,0,1.005557135,-67.66960356,1,5,17,1,1,418,32.986624,-97.377255,YES,Default,NO ,BusbarSection,0
5094,BARDWELL 0,161.0,NO ,0,0,1.007412058,-61.04277408,1,5,14,1,1,419,32.211123,-96.752827,YES,Default,NO ,BusbarSection,0
5095,LAKE DALLAS 0,161.0,NO ,0,0,1.002191639,-69.57612881,1,5,17,1,1,420,33.110351,-97.005469,YES,Default,NO ,BusbarSection,0
5096,PLANO 1 0,161.0,NO ,0,0,0.996083497,-68.67009199,1,5,16,1,1,421,33.021793,-96.615482,YES,Default,NO ,BusbarSection,0
5097,EULESS 2 0,161.0,NO ,0,0,0.997884982,-68.00714243,1,5,17,1,1,422,32.814107,-97.091323,YES,Default,NO ,BusbarSection,0
5098,FORT WORTH 24 0,161.0,NO ,0,0,1.011539302,-68.8534352,1,5,17,1,1,423,32.581858,-97.420575,YES,Default,NO ,BusbarSection,0
5099,FLOWER MOUND 2 0,161.0,NO ,0,0,1.019999981,-69.84609979,1,5,17,1,1,424,33.03489,-97.124906,YES,Default,NO ,BusbarSection,0
5100,DALLAS 11 0,161.0,NO ,0,0,0.995811415,-69.42896759,1,5,16,1,1,425,32.770635,-96.746362,YES,Default,NO ,BusbarSection,0
5101,COMANCHE 0,161.0,NO ,0,0,1.014491538,-52.69687524,1,5,15,1,1,426,31.891101,-98.614553,YES,Default,NO ,BusbarSection,0
5102,RICHARDSON 2 0,500.0,NO ,0,0,1.00442327,-64.72269215,1,5,16,1,1,427,32.976063,-96.74208,YES,Default,NO ,BusbarSection,0
5103,RICHARDSON 2 1,161.0,NO ,0,0,0.994810066,-69.01009339,1,5,16,1,1,427,32.976063,-96.74208,YES,Default,NO ,BusbarSection,0
5104,FORT WORTH 8 0,161.0,NO ,0,0,0.988934085,-67.20966242,1,5,17,1,1,428,32.620058,-97.274934,YES,Default,NO ,BusbarSection,0
5105,IRVING 1 0,161.0,NO ,0,0,0.994177785,-70.71065053,1,5,17,1,1,429,32.9192,-96.9894,YES,Default,NO ,BusbarSection,0
